name,type,ra_deg,dec_deg,mag
NGC0594,G,23.237125,-16.536000,15.79
NGC0595,HII,23.390958,30.691556,
NGC0596,G,23.217000,-7.031833,10.95
NGC0597,G,23.061875,-33.497083,13.97
NGC0598,G,23.462042,30.660222,5.79
NGC0599,G,23.224083,-12.191250,14.14
NGC0600,G,23.272083,-7.311417,12.46
NGC0601,G,23.277417,-12.208750,16.4
NGC0602,OCl,22.359833,-73.560500,13.02
NGC0603,Other,23.682917,30.231972,
NGC0604,HII,23.638292,30.784889,
NGC0605,G,23.759792,41.248139,14.23
NGC0606,G,23.709000,21.418444,14.45
NGC0607,Other,23.568208,-7.412806,
NGC0608,G,23.867667,33.656722,14.21
NGC0609,OCl,24.098917,64.536583,11.0
NGC0610,Other,23.575000,-20.144222,
NGC0611,Other,23.575042,-20.127556,
NGC0612,G,23.490583,-36.493250,13.01
NGC0613,G,23.575708,-29.418361,10.35
NGC0614,G,23.967750,33.681889,13.84
NGC0615,G,23.773667,-7.340306,11.66
NGC0616,**,24.017500,33.770222,
NGC0617,G,23.510583,-9.774139,14.7
NGC0618,Dup,23.967750,33.681889,
NGC0619,G,23.715792,-36.489389,14.19
NGC0620,G,24.248667,42.323333,13.86
NGC0621,G,24.204417,35.512194,14.14
NGC0622,G,24.000667,0.663528,13.28
NGC0623,G,23.776625,-36.490222,12.52
NGC0624,G,23.962875,-10.002972,14.18
NGC0625,G,23.769292,-41.436194,13.66
NGC0626,G,23.800333,-39.146056,13.47
NGC0627,Dup,23.967750,33.681889,
NGC0628,G,24.173958,15.783667,9.31
NGC0629,Other,24.743917,72.867083,
NGC0630,G,23.902000,-39.357833,13.62
NGC0631,G,24.196083,5.835361,14.97
NGC0632,G,24.323042,5.877639,13.48
NGC0633,G,24.097500,-37.321556,13.53
NGC0634,G,24.577750,35.364833,13.85
NGC0635,G,24.574417,-22.928917,15.26
NGC0636,G,24.777208,-7.512611,11.41
NGC0637,OCl,25.762958,64.036556,8.2
NGC0638,G,24.907708,7.237333,13.79
NGC0639,G,24.746042,-29.925333,14.13
NGC0640,G,24.853667,-9.401167,15.5
NGC0641,G,24.663458,-42.527528,12.17
NGC0642,G,24.776375,-29.914889,13.46
NGC0643,OCl,23.755958,-75.556861,
NGC0643A,OCl,22.660375,-76.054500,
NGC0643B,G,24.803042,-75.011111,14.62
NGC0643C,G,25.454708,-75.268111,15.71
NGC0644,G,24.720667,-42.585278,14.74
NGC0645,G,25.036250,5.726694,13.68
NGC0646,GPair,24.356250,-64.896389,14.37
NGC0646 NED01,G,24.338000,-64.894861,14.16
NGC0646 NED02,G,24.374542,-64.896278,14.5
NGC0647,G,24.984125,-9.242389,14.32
NGC0648,G,24.665792,-17.831194,14.69
NGC0649,G,25.031042,-9.272111,15.35
NGC0650,PN,25.582042,51.575472,10.1
NGC0651,Dup,25.582042,51.575472,
NGC0652,G,25.180333,7.982917,14.96
NGC0653,G,25.607250,35.638333,14.06
NGC0654,OCl,25.997625,61.882722,6.5
NGC0655,G,25.479708,-13.081750,14.74
NGC0656,G,25.613500,26.143056,13.46
NGC0657,OCl,25.836667,55.836389,
NGC0658,G,25.540250,12.601889,12.41
NGC0659,OCl,26.095792,60.669167,7.9
NGC0660,G,25.760000,13.645056,11.29
NGC0661,G,26.060917,28.705917,12.2
NGC0662,G,26.147708,37.695778,13.84
NGC0663,OCl,26.566875,61.218194,7.1
NGC0664,G,25.940875,4.222889,13.84
NGC0665,G,26.233750,10.423028,12.14
NGC0666,G,26.525833,34.374528,13.37
NGC0667,G,26.236167,-22.918944,15.43
NGC0668,G,26.594458,36.460306,13.05
NGC0669,G,26.817292,35.563306,12.3
NGC0670,G,26.853542,27.885750,12.62
NGC0671,G,26.746542,13.125111,16.71
NGC0672,G,26.977167,27.432778,10.92
NGC0673,G,27.093500,11.521306,12.62
NGC0674,G,27.823208,22.357972,11.97
NGC0675,G,27.285875,13.059889,15.45
NGC0676,G,27.238792,5.907528,12.0
NGC0677,G,27.308583,13.055361,12.27
NGC0678,G,27.353583,21.997306,12.23
NGC0679,G,27.432417,35.785639,12.54
NGC0680,G,27.447042,21.970861,11.9
NGC0681,G,27.295125,-10.426417,11.87
NGC0682,G,27.269167,-14.974833,13.85
NGC0683,G,27.444542,11.701306,14.91
NGC0684,G,27.558417,27.645667,12.34
NGC0685,G,26.928375,-52.761806,11.5
NGC0686,G,27.233917,-23.798139,13.4
NGC0687,G,27.638500,36.370806,12.53
NGC0688,G,27.684083,35.284528,12.67
NGC0689,G,27.465708,-27.466611,14.51
NGC0690,G,26.950333,-16.722000,14.27
NGC0691,G,27.673833,21.759917,11.73
NGC0692,G,27.174958,-48.648500,13.07
NGC0693,G,27.628542,6.145222,12.45
NGC0694,G,27.743708,21.997500,13.77
NGC0695,G,27.809333,22.582361,13.76
NGC0696,G,27.380250,-34.905167,14.44
NGC0697,Dup,27.823208,22.357972,
NGC0698,G,27.432083,-34.831083,14.8
NGC0699,G,27.682000,-12.035667,14.94
NGC0700,G,28.070167,36.036722,15.51
NGC0701,G,27.766000,-9.702611,12.14
NGC0702,GPair,27.828333,-4.051944,
NGC0702 NED01,G,27.826625,-4.049167,
NGC0702 NED02,G,27.829958,-4.055944,13.19
NGC0703,G,28.165000,36.171417,13.33
NGC0704,GPair,28.160833,36.124167,
NGC0704A,G,28.166583,36.120944,
NGC0704B,G,28.157083,36.126806,14.0
NGC0705,G,28.173000,36.144000,14.42
NGC0706,G,27.960542,6.296889,12.52
NGC0707,G,27.862917,-8.505361,14.6
NGC0708,G,28.193667,36.151833,13.29
NGC0709,G,28.210917,36.223444,14.26
NGC0710,G,28.224750,36.052889,13.67
NGC0711,G,28.115667,17.512667,14.55
NGC0712,G,28.285167,36.819861,14.05
NGC0713,G,28.839708,-9.083750,15.25
NGC0714,G,28.373542,36.221306,13.05
NGC0715,G,28.302167,-12.872833,14.94
NGC0716,G,28.248667,12.708472,14.01
NGC0717,G,28.479625,36.229417,13.89
NGC0718,G,28.305417,4.195833,11.66
NGC0719,G,28.411833,19.840417,14.83
NGC0720,G,28.252083,-13.738667,10.14
NGC0721,G,28.689417,39.383528,13.46
NGC0722,G,28.695625,20.698222,14.54
NGC0723,G,28.440333,-23.757750,13.39
NGC0724,Dup,28.440333,-23.757750,
NGC0725,G,28.147875,-16.517806,14.97
NGC0726,G,28.882792,-10.799806,15.08
NGC0727,G,28.455750,-35.856167,14.92
NGC0728,Other,28.756000,4.222583,
NGC0729,Dup,28.455750,-35.856167,
NGC0730,*,28.825000,5.636389,
NGC0731,G,28.734208,-9.010806,12.14
NGC0732,G,29.115458,36.802222,14.85
NGC0733,*,29.141208,33.055306,15.8
NGC0734,G,28.369750,-16.995694,15.39
NGC0735,G,29.158250,34.176778,13.25
NGC0736,G,29.170292,33.043500,12.14
NGC0737,Other,29.170000,33.048917,
NGC0738,G,29.190375,33.058333,15.94
NGC0739,G,29.227875,33.266694,14.74
NGC0740,G,29.228625,33.015167,14.81
NGC0741,G,29.087625,5.628944,11.26
NGC0742,G,29.100708,5.626694,15.03
NGC0743,OCl,29.630375,60.166306,
NGC0744,OCl,29.624667,55.474611,7.9
NGC0745,GGroup,28.536083,-56.690750,
NGC0745 NED01,G,28.532167,-56.693667,14.5
NGC0745 NED02,G,28.531708,-56.687361,15.21
NGC0745 NED03,G,28.547208,-56.685472,15.11
NGC0746,G,29.462542,44.918583,13.7
NGC0747,G,29.376875,-9.462361,14.5
NGC0748,G,29.090833,-4.467639,12.64
NGC0749,G,28.921333,-29.922333,13.53
NGC0750,G,29.386375,33.209278,13.11
NGC0751,G,29.387458,33.203083,13.39
NGC0752,OCl,29.395083,37.833389,5.7
NGC0753,G,29.425833,35.916111,12.41
NGC0754,G,28.586833,-56.761056,15.25
NGC0755,G,29.094500,-9.061417,12.59
NGC0756,GPair,28.621042,-16.707167,15.0
NGC0757,Dup,28.734208,-9.010806,
NGC0758,G,28.925583,-3.066472,15.42
NGC0759,G,29.459708,36.343111,12.73
NGC0760,**,29.447500,33.355389,14.5
NGC0761,G,29.456625,33.377139,14.42
NGC0762,G,29.240792,-5.402861,14.0
NGC0763,Dup,29.094500,-9.061417,
NGC0764,**,29.263625,-16.062500,
NGC0765,G,29.700000,24.892472,12.47
NGC0766,G,29.674792,8.346639,14.3
NGC0767,G,29.711667,-9.587139,15.37
NGC0768,G,29.670542,0.529222,14.2
NGC0769,G,29.899583,30.909917,13.36
NGC0770,G,29.806833,18.954667,13.49
NGC0771,*,30.860792,72.420889,3.95
NGC0772,G,29.831583,19.007528,10.3
NGC0773,G,29.716667,-11.514639,13.91
NGC0774,G,29.894708,14.008194,14.28
NGC0775,G,29.636125,-26.293722,13.38
NGC0776,G,29.977042,23.644389,13.44
NGC0777,G,30.062083,31.429583,11.46
NGC0778,G,30.081000,31.313028,14.14
NGC0779,G,29.926167,-5.963194,11.21
NGC0780,G,30.146583,28.225139,14.58
NGC0781,G,30.037333,12.656111,13.91
NGC0782,G,29.418250,-57.790167,12.07
NGC0783,G,30.277542,31.882472,12.72
NGC0784,G,30.320542,28.837250,11.73
NGC0785,G,30.416667,31.826500,13.85
NGC0786,G,30.353000,15.646528,14.27
NGC0787,G,30.202583,-9.002583,13.63
NGC0788,G,30.276875,-6.815528,12.33
NGC0789,G,30.608375,32.072250,13.98
NGC0790,G,30.340000,-5.370972,13.96
NGC0791,G,30.434250,8.499944,14.72
NGC0792,G,30.563875,15.712194,14.53
NGC0793,**,30.727250,31.980722,
NGC0794,G,30.622208,18.373000,12.73
NGC0795,G,29.955667,-55.824167,14.3
NGC0796,OCl,29.182292,-74.220000,
NGC0797,GPair,30.859583,38.114444,
NGC0797 NED01,G,30.852292,38.112222,16.5
NGC0797 NED02,G,30.866417,38.116944,12.64
NGC0798,G,30.831667,32.077528,14.63
NGC0799,G,30.551417,-0.100639,14.14
NGC0800,G,30.549375,-0.130444,14.4
NGC0801,G,30.936792,38.258722,13.07
NGC0802,G,29.775000,-67.870139,13.68
NGC0803,G,30.936250,16.030972,12.41
NGC0804,G,31.008792,30.832861,14.63
NGC0805,G,31.123208,28.812333,14.83
NGC0806,G,30.879792,-9.933361,14.61
NGC0807,G,31.231917,28.987444,13.75
NGC0808,G,30.985833,-23.311611,13.52
NGC0809,G,31.079042,-8.735306,14.59
NGC0810,GPair,31.370417,13.251389,
NGC0810 NED01,G,31.368792,13.251222,15.04
NGC0810 NED02,G,31.372042,13.250972,15.83
NGC0811,G,31.145167,-10.108472,15.6
NGC0812,G,31.714583,44.572917,12.67
NGC0813,G,30.400292,-68.439194,13.85
NGC0814,G,32.656792,-15.773583,14.83
NGC0815,GPair,32.664167,-15.812778,
NGC0815 NED01,G,32.663333,-15.812417,
NGC0815 NED02,G,32.664625,-15.813389,16.24
NGC0816,G,32.036875,29.255833,15.24
NGC0817,G,31.890458,17.202639,13.86
NGC0818,G,32.185500,38.777194,12.51
NGC0819,G,32.143208,29.234028,14.09
NGC0820,G,32.104083,14.349556,13.7
NGC0821,G,32.088083,10.994917,10.77
NGC0822,G,31.663083,-41.156750,13.17
NGC0823,G,31.833542,-25.441889,13.72
NGC0824,G,31.721917,-36.453167,14.1
NGC0825,G,32.134833,6.323722,14.39
NGC0826,G,32.354375,30.739694,15.31
NGC0827,G,32.234417,7.971472,13.89
NGC0828,G,32.539875,39.190361,12.24
NGC0829,G,32.176583,-7.790528,14.21
NGC0830,G,32.244500,-7.766806,14.35
NGC0831,G,32.394167,6.096333,15.22
NGC0832,**,32.753458,35.541250,
NGC0833,G,32.336833,-10.133083,12.9
NGC0834,G,32.755375,37.666278,13.05
NGC0835,G,32.352500,-10.135917,12.41
NGC0836,G,32.603667,-22.054861,14.47
NGC0837,G,32.567708,-22.431500,14.85
NGC0838,G,32.410542,-10.146694,12.91
NGC0839,G,32.428875,-10.184083,13.17
NGC0840,G,32.567542,7.845306,13.42
NGC0841,G,32.822333,37.497167,13.12
NGC0842,G,32.461625,-7.762472,12.69
NGC0843,Other,32.783792,32.097417,
NGC0844,G,32.559375,6.049806,14.8
NGC0845,G,33.082458,37.477333,13.49
NGC0846,G,33.051333,44.568389,13.1
NGC0847,Dup,33.051333,44.568389,
NGC0848,G,32.573500,-10.321444,13.1
NGC0849,G,32.546625,-22.323000,15.42
NGC0850,G,32.806708,-1.485583,14.0
NGC0851,G,32.800375,3.779694,14.64
NGC0852,G,32.231083,-56.737056,14.19
NGC0853,G,32.921625,-9.306000,15.87
NGC0854,G,32.878125,-35.835111,13.81
NGC0855,G,33.514542,27.877333,12.56
NGC0856,G,33.409833,-0.717278,16.54
NGC0857,G,33.154042,-31.944611,13.48
NGC0858,G,33.125708,-22.471528,13.75
NGC0859,Dup,33.409833,-0.717278,
NGC0860,G,33.750625,30.778806,15.11
NGC0861,G,33.963083,35.913583,14.72
NGC0862,G,33.262500,-42.033528,12.89
NGC0863,G,33.639833,-0.766694,13.71
NGC0864,G,33.865167,6.002611,11.07
NGC0865,G,34.062958,28.599722,13.91
NGC0866,Dup,33.639833,-0.766694,
NGC0867,G,34.269917,1.244194,14.01
NGC0868,G,33.993667,-0.713639,15.55
NGC0869,OCl,34.744000,57.117250,3.7
NGC0870,G,34.288417,14.523111,16.38
NGC0871,G,34.294708,14.547833,13.55
NGC0872,G,33.855125,-17.781056,14.54
NGC0873,G,34.134833,-11.348556,12.71
NGC0874,G,34.004792,-23.301722,15.11
NGC0875,Dup,34.269917,1.244194,
NGC0876,G,34.472125,14.521278,16.5
NGC0877,G,34.498500,14.544056,11.86
NGC0878,G,34.476083,-23.384056,14.71
NGC0879,G,34.213333,-8.964028,15.5
NGC0880,G,34.613250,-4.205750,15.11
NGC0881,G,34.688625,-6.639083,12.44
NGC0882,G,34.916292,15.814250,14.87
NGC0883,G,34.771583,-6.790917,13.5
NGC0884,OCl,35.633750,57.144111,3.8
NGC0885,Dup,33.639833,-0.766694,
NGC0886,OCl,35.799042,63.778750,
NGC0887,G,34.885875,-16.069722,13.5
NGC0888,G,34.362917,-59.861056,14.5
NGC0889,G,34.778875,-41.749333,14.62
NGC0890,G,35.504208,33.266056,11.87
NGC0891,G,35.639208,42.349139,10.01
NGC0892,G,35.216750,-23.113639,15.62
NGC0893,G,34.994083,-41.403139,13.58
NGC0894,Other,35.394042,-5.510222,
NGC0895,G,35.401958,-5.521389,11.77
NGC0896,Neb,36.365917,62.019361,
NGC0897,G,35.276542,-33.720667,11.85
NGC0898,G,35.834875,41.951417,13.71
NGC0899,G,35.471417,-20.823250,13.1
NGC0900,G,35.884083,26.511528,14.98
NGC0901,G,35.892042,26.557056,15.66
NGC0902,G,35.590667,-16.679056,14.82
NGC0903,G,36.003667,27.356278,16.71
NGC0904,G,36.023208,27.342389,14.98
NGC0905,G,35.681542,-8.719028,15.7
NGC0906,G,36.317750,42.089889,12.9
NGC0907,G,35.757958,-20.712056,12.6
NGC0908,G,35.769042,-21.233861,10.31
NGC0909,G,36.344958,42.035667,14.51
NGC0910,G,36.361583,41.824278,12.25
NGC0911,G,36.426667,41.956278,13.95
NGC0912,G,36.428042,41.777444,14.91
NGC0913,G,36.436000,41.799417,15.0
NGC0914,G,36.521583,42.144083,13.81
NGC0915,G,36.439917,27.221000,15.2
NGC0916,G,36.448500,27.242528,15.13
NGC0917,G,36.532042,31.912333,14.4
NGC0918,G,36.461833,18.496250,13.21
NGC0919,G,36.569458,27.212111,15.43
NGC0920,G,36.965750,45.947056,15.54
NGC0921,G,36.639250,-15.847528,15.41
NGC0922,G,36.268417,-24.788167,12.0
NGC0923,G,36.894333,41.977611,14.37
NGC0924,G,36.695125,20.497500,13.74
NGC0925,G,36.820333,33.579167,10.12
NGC0926,G,36.527958,-0.331944,13.25
NGC0927,G,36.655458,12.155333,14.44
NGC0928,G,36.920917,27.221194,14.63
NGC0929,G,36.825917,-12.086917,15.02
NGC0930,Other,36.964333,20.341778,
NGC0931,G,37.060333,31.311667,14.5
NGC0932,G,36.977875,20.332472,13.88
NGC0933,G,37.322875,45.911306,15.3
NGC0934,G,36.887208,-0.244556,13.43
NGC0935,G,37.046458,19.599111,12.82
NGC0936,G,36.906083,-1.156278,10.23
NGC0937,G,37.367000,42.249972,14.96
NGC0938,G,37.139625,20.283694,13.75
NGC0939,G,36.588833,-44.446167,14.05
NGC0940,G,37.364583,31.640917,13.35
NGC0941,G,37.116042,-1.151528,12.49
NGC0942,G,37.292708,-10.836139,14.48
NGC0943,G,37.290333,-10.828056,14.35
NGC0944,G,36.673042,-14.515639,15.0
NGC0945,G,37.155333,-10.538972,12.12
NGC0946,G,37.660125,42.232611,14.5
NGC0947,G,37.138000,-19.042111,12.62
NGC0948,G,37.189458,-10.513889,14.06
NGC0949,G,37.702708,37.136778,11.89
NGC0950,G,37.299042,-11.024694,14.48
NGC0951,G,37.237000,-22.349444,15.49
NGC0952,Dup,37.364583,31.640917,
NGC0953,G,37.790750,29.588750,14.46
NGC0954,G,37.215125,-41.402667,12.91
NGC0955,G,37.638125,-1.108417,11.96
NGC0956,OCl,38.128750,44.593472,8.9
NGC0957,OCl,38.329292,57.569694,7.6
NGC0958,G,37.678458,-2.939000,12.18
NGC0959,G,38.099750,35.494639,12.48
NGC0960,G,37.922333,-9.300444,14.78
NGC0961,G,40.260375,-6.935917,13.25
NGC0962,G,38.165958,28.069944,14.15
NGC0963,G,37.630333,-4.215417,14.31
NGC0964,G,37.774125,-36.034667,13.53
NGC0965,G,38.104583,-18.639722,14.85
NGC0966,G,37.946500,-19.881694,12.99
NGC0967,G,38.052958,-17.216861,13.8
NGC0968,G,38.525875,34.479889,13.74
NGC0969,G,38.534167,32.946944,12.41
NGC0970,GPair,38.547083,32.976111,
NGC0970 NED01,G,38.544750,32.974861,
NGC0970 NED02,G,38.548750,32.977278,15.66
NGC0971,*,38.566875,32.987111,
NGC0972,G,38.555750,29.311278,11.33
NGC0973,G,38.583792,32.505611,13.56
NGC0974,G,38.607500,32.954500,14.05
NGC0975,G,38.344792,9.601694,14.16
NGC0976,G,38.500083,20.976778,12.41
NGC0977,G,38.264292,-10.759972,14.16
NGC0978,GPair,38.698333,32.843611,
NGC0978A,G,38.695708,32.846194,13.26
NGC0978B,G,38.700417,32.841389,15.0
NGC0979,G,37.911625,-44.524306,13.83
NGC0980,G,38.827333,40.926500,14.21
NGC0981,G,38.249542,-10.973944,14.54
NGC0982,G,38.853625,40.869722,13.11
NGC0983,G,39.731833,34.622278,13.94
NGC0984,G,38.679583,23.413000,13.57
NGC0985,G,38.657375,-8.787611,14.09
NGC0986,G,38.393125,-39.045056,10.91
NGC0986A,G,38.172708,-39.296222,13.97
NGC0987,G,39.206708,33.327250,13.32
NGC0988,G,38.865625,-9.356194,11.21
NGC0989,G,38.441875,-16.511167,15.09
NGC0990,G,39.075875,11.642083,12.46
NGC0991,G,38.886167,-7.154444,12.96
NGC0992,G,39.356208,21.100833,15.13
NGC0993,G,39.191917,2.050417,14.86
NGC0994,Dup,39.191917,2.050417,
NGC0995,G,39.633500,41.529250,14.83
NGC0996,G,39.666125,41.647528,14.46
NGC0997,GPair,39.310417,7.307778,
NGC0997 NED01,G,39.310083,7.309778,
NGC0997 NED02,G,39.310417,7.305639,14.71
NGC0998,G,39.318750,7.335806,14.6
NGC0999,G,39.697750,41.670500,14.67
NGC1000,G,39.707250,41.459694,15.45
NGC1001,G,39.802708,41.671722,14.66
NGC1002,Dup,39.731833,34.622278,
NGC1003,G,39.820375,40.872306,11.51
NGC1004,G,39.424083,1.975306,12.69
NGC1005,G,39.871667,41.488972,14.5
NGC1006,G,39.395250,-11.025000,14.05
NGC1007,G,39.467750,2.156028,16.45
NGC1008,G,39.480375,2.079639,14.87
NGC1009,G,39.579458,2.310028,15.3
NGC1010,Dup,39.395250,-11.025000,
NGC1011,G,39.412042,-11.005556,14.87
NGC1012,G,39.812125,30.151389,12.99
NGC1013,G,39.460292,-11.507250,15.02
NGC1014,**,39.503542,-9.573389,
NGC1015,G,39.548167,-1.318694,12.47
NGC1016,G,39.581500,2.119250,11.64
NGC1017,G,39.457667,-11.010278,14.89
NGC1018,G,39.543167,-9.543917,15.26
NGC1019,G,39.614208,1.907722,14.95
NGC1020,G,39.684750,2.231278,14.93
NGC1021,G,39.700083,2.217417,15.04
NGC1022,G,39.636292,-6.677417,11.35
NGC1023,G,40.100042,39.063278,9.47
NGC1023A,G,40.157083,39.057500,13.8
NGC1024,G,39.799833,10.846833,12.3
NGC1025,G,39.083042,-54.864167,13.36
NGC1026,G,39.830083,6.544000,14.06
NGC1027,OCl,40.646083,61.594361,6.7
NGC1028,G,39.904792,10.843667,14.79
NGC1029,G,39.902250,10.793333,13.11
NGC1030,G,39.960833,18.024278,14.42
NGC1031,G,39.161500,-54.859778,12.52
NGC1032,G,39.848500,1.093778,11.67
NGC1033,G,40.067167,-8.776944,14.69
NGC1034,G,39.558417,-15.809083,14.57
NGC1035,G,39.871208,-8.132944,12.89
NGC1036,G,40.120792,19.297111,13.19
NGC1037,Other,39.993250,-1.734056,
NGC1038,G,40.026333,1.508778,14.32
NGC1039,OCl,40.530833,42.746139,5.2
NGC1040,G,40.801833,41.500611,13.95
NGC1041,G,40.105083,-5.440444,14.09
NGC1042,G,40.099875,-8.433556,11.22
NGC1043,G,40.194042,1.343139,15.74
NGC1044,GPair,40.277500,8.737222,
NGC1044 NED01,G,40.275667,8.738028,13.22
NGC1044 NED02,G,40.280208,8.736167,15.16
NGC1045,G,40.121333,-11.277556,13.42
NGC1046,G,40.303542,8.719389,14.7
NGC1047,G,40.136833,-8.147667,14.43
NGC1048,G,40.158125,-8.533361,14.5
NGC1048A,G,40.148750,-8.547222,14.52
NGC1049,GCl,39.950583,-34.258250,13.59
NGC1050,G,40.648292,34.763500,13.5
NGC1051,Dup,40.260375,-6.935917,
NGC1052,G,40.270000,-8.255778,11.04
NGC1053,Dup,40.801833,41.500611,
NGC1054,G,40.565583,18.217194,14.54
NGC1055,G,40.438458,0.443167,10.6
NGC1056,G,40.701250,28.574194,12.35
NGC1057,G,40.762083,32.491194,15.72
NGC1058,G,40.875000,37.341333,11.25
NGC1059,**,40.648333,17.996750,
NGC1060,G,40.812708,32.424972,11.82
NGC1061,G,40.815667,32.466722,15.13
NGC1062,*,40.850083,32.462139,
NGC1063,G,40.541917,-5.568556,14.44
NGC1064,G,40.598042,-9.362278,15.02
NGC1065,G,40.526125,-15.091556,14.9
NGC1066,G,40.958083,32.475000,14.79
NGC1067,G,40.960500,32.511889,13.69
NGC1068,G,40.669625,-0.013278,9.29
NGC1069,G,40.749250,-8.289500,14.28
NGC1070,G,40.842792,4.968417,12.88
NGC1071,G,40.782708,-8.773889,15.35
NGC1072,G,40.880458,0.306806,14.27
NGC1073,G,40.918833,1.376111,11.05
NGC1074,G,40.900500,-16.297083,15.18
NGC1075,G,40.889792,-16.201111,15.45
NGC1076,G,40.871875,-14.754306,13.71
NGC1077,GPair,41.507083,40.091667,
NGC1077A,G,41.512083,40.093333,17.09
NGC1077B,G,41.502500,40.090278,14.54
NGC1078,G,41.033500,-9.452389,15.2
NGC1079,G,40.934750,-29.003361,11.44
NGC1080,G,41.291417,-4.710778,13.58
NGC1081,G,41.273000,-15.587806,14.36
NGC1082,G,41.421875,-8.180528,14.71
NGC1083,G,41.419167,-15.357778,15.19
NGC1084,G,41.499625,-7.578472,10.6
NGC1085,G,41.605417,3.607278,13.77
NGC1086,G,41.984875,41.246472,13.53
NGC1087,G,41.604833,-0.498639,11.02
NGC1088,GPair,41.768333,16.201111,
NGC1088 NED01,G,41.766708,16.199917,14.76
NGC1088 NED02,G,41.770375,16.202417,17.17
NGC1089,G,41.542083,-15.073194,14.66
NGC1090,G,41.641417,-0.247167,11.97
NGC1091,G,41.343458,-17.533167,15.17
NGC1092,G,41.373208,-17.542278,14.48
NGC1093,G,42.067292,34.419778,14.24
NGC1094,G,41.865958,-0.285111,13.56
NGC1095,G,41.907750,4.637639,14.13
NGC1096,G,40.955375,-59.913417,12.78
NGC1097,G,41.579375,-30.274889,9.76
NGC1097A,G,41.541250,-30.228056,13.16
NGC1098,G,41.223625,-17.659139,12.71
NGC1099,G,41.325083,-17.708361,13.21
NGC1100,G,41.400292,-17.688944,13.12
NGC1101,G,42.061792,4.578028,13.05
NGC1102,G,41.803750,-22.208833,15.33
NGC1103,G,42.025000,-13.959222,12.87
NGC1104,G,42.161208,-0.271528,14.58
NGC1105,G,40.924917,-15.705583,15.16
NGC1106,G,42.668792,41.671500,13.65
NGC1107,G,42.331708,8.092639,12.22
NGC1108,G,42.160583,-7.951111,14.71
NGC1109,G,41.931583,13.255333,15.37
NGC1110,G,42.289875,-7.837556,14.5
NGC1111,G,42.163958,13.259528,15.92
NGC1112,G,42.251542,13.223750,14.85
NGC1113,*,42.521042,13.327417,
NGC1114,G,42.280000,-16.993361,13.27
NGC1115,G,42.605750,13.266222,15.53
NGC1116,G,42.648708,13.335056,15.33
NGC1117,G,42.804625,13.185306,14.86
NGC1118,G,42.494458,-12.163722,14.25
NGC1119,G,42.071167,-17.987611,15.06
NGC1120,G,42.267042,-14.470694,14.9
NGC1121,G,42.663292,-1.734056,13.65
NGC1122,G,43.213333,42.205028,12.93
NGC1123,Dup,43.213333,42.205028,
NGC1124,G,42.899667,-25.701833,14.82
NGC1125,G,42.917792,-16.651028,12.81
NGC1126,G,43.077625,-1.296000,15.32
NGC1127,G,43.216000,13.256417,16.17
NGC1128,GPair,44.423208,6.024667,
NGC1128 NED01,G,44.423542,6.022750,14.7
NGC1128 NED02,G,44.423167,6.026917,12.7
NGC1129,G,43.614083,41.579583,13.6
NGC1130,G,43.601583,41.605611,15.56
NGC1131,G,43.641583,41.559028,15.4
NGC1132,G,43.216292,-1.274694,12.3
NGC1133,G,43.175792,-8.804389,14.87
NGC1134,G,43.422250,13.014139,13.09
NGC1135,G,42.696750,-54.929583,16.17
NGC1136,G,42.723750,-54.975917,12.97
NGC1137,G,43.511375,2.962083,12.84
NGC1138,G,44.151833,43.047361,14.05
NGC1139,G,43.195042,-14.529333,15.91
NGC1140,G,43.639917,-10.027750,12.43
NGC1141,Dup,43.790458,-0.177861,
NGC1142,Dup,43.800833,-0.183556,
NGC1143,G,43.790458,-0.177861,14.27
NGC1144,G,43.800833,-0.183556,13.96
NGC1145,G,43.639625,-18.635083,12.47
NGC1146,Other,44.405583,46.426944,
NGC1147,Other,43.788708,-9.119639,
NGC1148,G,44.268208,-7.685639,14.57
NGC1149,G,44.349458,-0.309417,15.04
NGC1150,G,44.255792,-15.048417,15.03
NGC1151,G,44.269292,-15.013028,15.92
NGC1152,G,44.390125,-7.758833,14.32
NGC1153,G,44.542833,3.361917,13.46
NGC1154,G,44.531958,-10.363306,13.92
NGC1155,G,44.554542,-10.350583,14.15
NGC1156,G,44.926250,25.237833,11.63
NGC1157,G,44.527833,-15.118528,15.5
NGC1158,G,44.297750,-14.395528,15.92
NGC1159,G,45.193833,43.162556,14.21
NGC1160,G,45.305208,44.955417,12.82
